chr position COMBINED_rate(cM/Mb) Genetic_Map(cM)
18 340373 1.0558385573 0.312705998041754
18 340507 1.0561081216 0.312847516530048
18 340963 1.0540446073 0.313328160870977
18 340992 1.0515144874 0.313358654791112
18 341085 1.0507273415 0.313456372433871
18 341466 1.055857384 0.313858654097175
18 342424 3.1279329921 0.316855213903607
18 342971 3.1430998209 0.318574489505639
18 343238 3.0838928375 0.319397888893252
18 343982 1.552542594 0.320552980583188
18 344007 1.1597146365 0.3205819734491
18 344459 0.0794068961 0.320617865366137
18 345142 0.078241238 0.320671304131691
18 346821 0.0784569049 0.320803033275018
18 347808 0.0787314685 0.320880741234428
18 348265 0.0868922424 0.320920450989205
18 348598 38.2186936046 0.333647275959536
18 348694 44.3283606097 0.337902798578068
18 348699 50.2366189084 0.33815398167261
18 348764 57.7738576252 0.341909282418248
18 351004 57.7631354282 0.471298705777416
18 351114 1.2093662984 0.47143173607024
18 351460 1.207683897 0.471849594698602
18 352074 1.20367265 0.472588649705702
18 352577 1.182979136 0.47318368821111
18 353288 1.1822433684 0.474024263246042
18 354165 1.1936082185 0.475071057653667
18 354264 1.1972639349 0.475189586783222
18 354439 1.213276969 0.475401910252797
18 354542 1.2267269819 0.475528263131932
18 355410 2.2204307352 0.477455597010086
18 355568 3.1945198256 0.477960331142531
18 355944 3.3383587638 0.47921555403772
18 356095 3.3827639492 0.479726351394049
18 356337 3.3822267201 0.480544850260313
18 356374 3.3804171921 0.480669925696421
18 357247 3.3689318632 0.483611003212994
18 357570 3.3618925131 0.484696894494726
18 358187 3.5244789811 0.486871498026064
18 358226 3.7283859165 0.487016905076808
18 359079 3.8381447327 0.490290842533801
18 359141 3.8886268042 0.490531937395661
18 359196 3.9513936783 0.490749264047968
18 359884 4.0828565315 0.49355826934164
18 360161 4.0872240986 0.494690430416952
18 360971 4.2620480643 0.498142689349035
18 361437 5.105849699 0.500522015308769
18 361710 5.0453048165 0.501899383523673
18 362116 5.711725102 0.504218343915085
18 362173 5.7897741549 0.504548361041915
18 362199 5.8606655079 0.50470073834512
18 362623 4.313668042 0.506529733594928
18 362857 3.867780232 0.507434794169216
18 363254 3.8100445383 0.508947381850921
18 364942 8.5505585001 0.52338072459909
18 365815 15.7323978703 0.537115107939862
18 365930 16.1682047527 0.538974451486423
18 366043 16.1955537499 0.540804549060161
18 367725 16.2027928341 0.568057646607117
18 368115 16.2027928341 0.574376735812416
18 369148 16.2027928341 0.591114220810042
18 369955 16.2027928341 0.60418987462716
18 370338 16.2027928341 0.610395544282621
18 370543 16.2027928341 0.613717116813611
18 371281 5.4532995036 0.617741651847268
18 371902 6.2855681373 0.621644989660531
18 371976 8.5108308376 0.622274791142514
18 372041 13.6288467599 0.623160666181907
18 372837 13.7659424959 0.634118356408644
18 373503 13.7252309059 0.643259360191973
18 373670 13.6429261765 0.645537728863449
18 374047 11.3522889879 0.649817541811887
18 374109 3.2025155042 0.650016097773147
18 374117 2.0295572543 0.650032334231182
18 375021 1.7188172368 0.651586145013249
18 375289 1.5685998088 0.652006529762007
18 375841 1.5662888542 0.652871121209526
18 376191 1.5646864375 0.65341876146265
18 376543 1.5644565777 0.653969450178001
18 376602 1.565537411 0.65406181688525
18 376626 1.5657954955 0.654099395977142
18 377075 1.5654054711 0.654802263033666
18 377384 1.5620098075 0.655284924064183
18 377746 1.5611368766 0.655850055613513
18 377818 1.5582889988 0.655962252421426
18 379644 1.5461974905 0.658785609039079
18 379749 1.5356633034 0.658946853685936
18 379855 1.5283978667 0.659108863859806
18 380325 1.4883500961 0.659808388404973
18 380831 1.4070900339 0.660520375962127
18 380945 1.3586415242 0.660675261095886
18 381704 1.363427818 0.661710102809748
18 381832 1.4352081954 0.661893809458759
18 381997 1.4149423439 0.662127274945502
18 382088 1.3344690754 0.662248711631364
18 382268 1.1956996701 0.662463937571982
18 382565 0.9689785982 0.662751724215647
18 383336 0.6056496073 0.663218680062875
18 384797 0.6145130662 0.664116483652594
18 385140 0.6378268783 0.66433525827185
18 385735 0.7355605115 0.664772916776193
18 385908 0.8453285327 0.66491915861235
18 386203 0.9103219094 0.665187703575623
18 387004 0.9096858094 0.665916361908953
18 387120 0.9090953718 0.666021816972081
18 387431 0.9096406213 0.666304715205306
18 387700 0.9094928135 0.666549368772137
18 387970 0.9100310896 0.666795077166329
18 388110 0.9112373968 0.666922650401881
18 389081 0.9136769697 0.66780983073946
18 390334 0.9143663752 0.668955531807585
18 390905 0.9190517214 0.669480310340505
18 391376 0.9239901017 0.669915509678406
18 392544 0.9468230617 0.671021399014471
18 392795 1.0470821984 0.67128421664627
18 393649 1.2036131796 0.672312102301648
18 393753 1.4735109183 0.672465347437151
18 394141 2.1152331618 0.67328605790393
18 394366 22.2595625778 0.678294459483935
18 394762 22.2583212058 0.687108754681431
18 394946 22.2576391483 0.691204160284719
18 395016 22.2584361806 0.692762250817361
18 395394 22.2567943658 0.701175319087633
18 395650 22.2515339461 0.706871711777834
18 395661 22.2515339461 0.707116478651242
18 395885 22.1902386003 0.712087092097709
18 396461 20.800703444 0.724068297281453
18 397177 0.8142062035 0.724651268923159
18 398147 0.8687382924 0.725493945066787
18 398803 1.0098312277 0.726156394352158
18 398917 1.1463749921 0.726287081101257
18 398985 1.0954711783 0.726361573141382
18 399163 0.9171640575 0.726524828343617
18 399245 1.0327438087 0.72660951333593
18 399345 0.9587944761 0.72670539278354
18 400706 0.8324153477 0.72783831007176
18 400739 0.7125960711 0.727861825742106
18 400749 0.6220887856 0.727868046629962
18 400766 0.5095742158 0.727876709391631
18 401069 0.412725868 0.728001765329635
18 401573 0.3854288968 0.728196021493622
18 401660 0.3601765192 0.728227356850792
18 401869 0.3446007349 0.728299378404387
18 401933 0.3235865161 0.728320087941417
18 403777 0.3236007161 0.728916807661905
18 403892 0.3239330583 0.72895405996361
18 403968 0.3242559589 0.728978703416486
18 404000 0.323838896 0.728989066261158
18 407041 0.3392386227 0.730020690912789
18 407132 0.3569684925 0.730053175045606
18 407958 0.3824876031 0.730369109805767
18 410368 0.3824876031 0.731290904929238
18 410938 0.3918158872 0.731514239984942
18 412122 0.3918177531 0.731978152204612
18 414876 0.8605740069 0.734348173019615
18 415105 1.1286132754 0.734606625459682
18 415401 1.2209637115 0.734968030718286
18 416138 1.2232300619 0.735869551273906
18 417542 2.015160615 0.738698836777366
18 417559 2.9218476308 0.73874850818709
18 418015 2.771982475 0.74001253219569
18 418106 1.4439501647 0.740143931660677
18 418996 1.4520009146 0.741436212474671
18 419599 1.2354306115 0.742181177133406
18 420105 0.9706716962 0.742672337011683
18 420806 1.6904426358 0.743857337299379
18 421229 1.9665033262 0.744689168206361
18 421278 1.9076140769 0.74478264129613
18 421334 1.7534047871 0.744880831964207
18 421412 1.5589079871 0.7450024267872
18 421524 1.5372020448 0.745174593416218
18 421579 1.5096108923 0.745257622015295
18 421650 1.4759109867 0.74536241169535
18 421654 1.4446334386 0.745368190229105
18 422163 1.4213786417 0.74609167195773
18 422504 1.0402579892 0.746446399932048
18 422523 0.6446493759 0.74645864827019
18 424115 2.3629433911 0.750220454148821
18 424468 4.9615693087 0.751971888114792
18 424510 5.3020558852 0.75219457446197
18 424745 1.0213934508 0.752434601922908
18 424867 0.7285583402 0.752523486040413
18 425492 0.6974102283 0.7529593674331
18 426016 0.6713022306 0.753311129801935
18 426312 0.6738984537 0.75351060374423
18 426365 0.7286650481 0.753549222991779
18 426372 0.9004385199 0.753555526061418
18 426396 0.9832218607 0.753579123386075
18 426525 1.1629704481 0.75372914657388
18 427306 0.2801913815 0.753947976042832
18 428535 0.2803282661 0.754292499481868
18 428607 0.2805060483 0.754312695917346
18 428941 0.2815555779 0.754406735480365
18 429054 0.2825082422 0.754438658911733
18 429355 0.2851892835 0.754524500886067
18 429689 0.2868154683 0.754620297252479
18 430486 0.2954294013 0.754855754485315
18 430555 0.3207370313 0.754877885340475
18 430781 0.5844551548 0.75500997220546
18 430954 1.1111494323 0.755202201057247
18 432080 1.1040019031 0.756445307200138
18 432940 1.1016454564 0.757392722292642
18 433431 1.1091438987 0.757937311946904
18 433993 1.5440346802 0.758805059437176
18 434403 0.829026182 0.759144960171796
18 434478 0.4530123949 0.759178936101414
18 434815 0.3475540038 0.759296061800694
18 434879 0.2849749789 0.759314300199344
18 434925 0.247858032 0.759325701668816
18 434956 0.2090908231 0.759332183484332
18 435206 0.2102961163 0.759384757513407
18 435867 0.2051594287 0.759520367895778
18 435951 1.3035663143 0.759629867466179
18 437232 1.2763229321 0.761264837142199
18 437286 1.2498504344 0.761332329065657
18 437894 1.2498504344 0.762092238129772
18 438460 1.2437316627 0.76279619025086
18 438717 1.2368762836 0.763114067455745
18 438979 1.2338609082 0.763437339013694
18 439089 1.2338609082 0.763573063713596
18 439795 4.9026696341 0.76703434847527
18 442441 1.4766262187 0.77094150144995
18 443052 1.4751832572 0.7718428384201
18 443281 1.4765611922 0.772180970933113
18 444687 1.4765620379 0.774257017158401
18 445002 1.476678604 0.774722170918661
18 445039 1.4771220563 0.774776824434744
18 445309 1.4770280949 0.775175622020367
18 446773 1.4771856737 0.777338221846664
18 447835 1.4774277665 0.778907250134687
18 447999 1.477181365 0.779149507878547
18 448441 1.4771221562 0.779802395871587
18 449576 1.4768512515 0.78147862204204
18 450102 1.4768440566 0.782255442015811
18 452104 1.477765971 0.785213929489753
18 452284 1.4764145676 0.785479684111921
18 452640 1.4724658809 0.786003881965522
18 452663 1.4655258937 0.786037589061077
18 452951 1.4653968471 0.786459623353042
18 454728 1.5167171212 0.789154829677414
18 454937 1.6311099131 0.789495731649252
18 455128 1.8530317448 0.789849660712509
18 455937 7.0717397883 0.795570698201243
18 455988 17.3177180871 0.796453901823685
18 456330 18.3765059389 0.80273866685479
18 456539 18.3735108244 0.806578730617089
18 456750 18.3735108244 0.810455541401037
18 457853 18.8824575814 0.831282892113321
18 457867 19.374724296 0.831554138253465
18 457934 19.9867446708 0.832893250146409
18 458383 19.3946282542 0.841601438232545
18 458505 18.8481348123 0.843900910679645
18 458662 10.5152111398 0.845551798828594
18 458761 1.2671987603 0.845677251505864
18 459651 2.5457507721 0.847942969693033
18 460565 2.5523287927 0.85027579820956
18 460631 2.5607670322 0.850444808833686
18 460730 2.5776080585 0.850699992031477
18 461182 1.1496518578 0.851219634671203
18 461227 0.5859982296 0.851246004591535
18 461778 0.890845508 0.851736860466443
18 461872 1.0839592973 0.85183875264039
18 462180 1.2041343965 0.852209626034511
18 462289 1.3425793744 0.85235596718632
18 463020 1.5652975152 0.853500199669932
18 463146 2.0031412821 0.853752595471476
18 463177 2.8406148212 0.853840654530934
18 463418 7.8933766524 0.855742958304162
18 463606 8.8318068937 0.857403338000178
18 464909 8.8047541603 0.868875932671048
18 466283 8.7383308128 0.880882399207836
18 466351 8.6357204923 0.881469628201312
18 466810 8.3965451916 0.885323642444257
18 467001 8.1074480356 0.886872165019056
18 467468 8.0577785445 0.890635147599338
18 467676 6.0782375667 0.891899421013211
18 468320 1.4969974823 0.892863487391812
18 469426 1.2363224732 0.894230860047172
18 469797 1.105993043 0.894641183466125
18 469993 1.1002832275 0.894856838978715
18 470944 0.9125385451 0.895724663135105
18 471773 0.8900178362 0.896462487921314
18 471809 0.877764453 0.896494087441623
18 473288 0.8680866538 0.897777987602593
18 475155 0.8665113503 0.899395764293603
18 475172 0.8625382935 0.899410427444592
18 475530 0.8611042979 0.89971870278324
18 475761 0.8615289621 0.899917715973486
18 475796 0.8581656217 0.899947751770245
18 476477 0.8559514105 0.900530654680796
18 476643 0.853908994 0.9006724035738
18 478440 0.8617489821 0.902220966494633
18 478887 0.8613722654 0.902605999897267
18 479568 0.8772076845 0.903203378330412
18 479816 0.8901352351 0.903424131868716
18 479891 0.9156847876 0.903492808227786
18 479913 0.934477245 0.903513366727176
18 480875 0.8926004606 0.904372048370274
18 482029 0.861918154 0.90536670191999
18 482032 0.8457968652 0.905369239310585
18 483537 0.8280703904 0.906615485248137
18 483682 0.8129537189 0.906733363537378
18 485410 0.8860961563 0.908264537695464
18 485968 1.0615793479 0.908856898971592
18 486343 1.1105625341 0.90927335992188
18 486602 1.1662702628 0.909575423919945
18 486678 1.2318792653 0.909669046744108
18 486757 1.3123348474 0.909772721197052
18 487281 1.3733246004 0.910492343287662
18 487395 1.4325393094 0.910655652768934
18 488940 1.4363312912 0.912874784613838
18 489242 1.4374915007 0.913308907047049
18 489385 1.4377670288 0.913514507732167
18 490268 1.4271375877 0.914774670222106
18 490324 1.4237880472 0.91485440235275
18 491967 17.8918282881 0.944250676230098
18 492315 23.0214252064 0.952262132201925
18 492874 23.8353078176 0.965586069271964
18 495656 23.3637787279 1.03058410169298
18 497729 10.5400495982 1.05243362451005
18 503381 9.6491209746 1.10697045625849
18 505004 8.6301310538 1.12097715895881
18 505472 3.2582446738 1.12250201746615
18 511960 2.9537598203 1.14166601118025
18 513861 2.9544590241 1.14728243778507
18 516584 2.9533460971 1.15532439920747
18 516798 2.9567801289 1.15595715015505
18 518222 2.9769411566 1.16019631436205
18 523832 2.9770351658 1.17689748164219
18 523934 2.9775067133 1.17720118732695
18 524184 3.0168274631 1.17795539419272
18 525667 3.0287551558 1.18244703808877
18 525734 3.03427239 1.18265033433890
18 526458 3.0445373087 1.18485457935040
18 526599 3.0414880964 1.18528342917199
18 527087 2.4054316355 1.18645727981012
18 527110 1.7434959409 1.18649738021676
18 527473 1.6869293119 1.18710973555698
18 528165 1.6867144596 1.18827694196302
18 529676 1.6701734674 1.19080057407226
18 530247 1.6701255269 1.19175421574812
18 530318 1.6130621587 1.19186874316139
18 532488 1.6130796477 1.1953691259969
18 532708 1.5573315844 1.19571173894547
18 533191 1.5190492708 1.19644543974326
18 533368 1.4887241546 1.19670894391863
18 533397 1.4664995065 1.19675147240432
18 534341 1.505749941 1.19817290034862
18 535348 1.7714780111 1.19995677870580
18 542433 3.4051707201 1.22408241325771
18 544118 6.2054932413 1.23453866936930
18 544739 11.9663452678 1.24196976978060
18 547239 16.1948314346 1.28245684836710
18 549319 16.1746704927 1.31610016299192
18 551688 4.8390442474 1.32756385881401
18 551899 1.5350950768 1.32788776387521
18 553456 1.4821893804 1.33019553274050
18 553718 0.8238904414 1.33041139203614
18 555074 0.9134711705 1.33165005894334
18 555760 1.6083767015 1.33275340536057
18 557087 2.6201733834 1.33623037544034
18 557564 2.9671090269 1.33764568644617
18 563815 6.4706298702 1.37809359376479
18 565414 6.473481251 1.38844469028514
18 565760 5.2618799169 1.39026530073639
18 566183 4.3044575658 1.39208608628672
18 566242 3.5727506503 1.39229687857509
18 566272 2.9847931375 1.39238642236922
18 566368 1.6989709675 1.39254952358210
18 566905 0.7974474056 1.39297775283890
18 567127 0.6763042429 1.39312789238083
18 567260 0.5680013095 1.39320343655499
18 568040 0.5878095862 1.39366192803223
18 568118 0.6567789646 1.39371315679146
18 568868 0.9010503372 1.39438894454436
18 569517 0.9498140117 1.39500537383796
18 570002 0.979412514 1.39548038890725
18 570233 1.0357991719 1.39571965851596
18 570500 1.2517144524 1.39605386627475
18 570754 1.2511312995 1.39637165362482
18 570814 1.8853565208 1.39648477501607
18 570864 2.2372822197 1.39659663912705
18 570939 2.164093674 1.39675894615260
18 573765 1.9568133488 1.40228890067631
18 578218 2.5424623631 1.41361048557920
18 579716 11.4934080073 1.43082761077413
18 581123 11.3792625429 1.44683823317199
18 581446 4.9284268689 1.44843011505065
18 582838 1.0361316126 1.44987241025539
18 585386 1.0095728932 1.45244480198726
18 587290 0.9943179928 1.45433798344555
18 590003 1.0070052061 1.4570699885697
18 594262 6.6275627901 1.48529677849274
18 596742 6.6276127806 1.50173325818862
18 597751 5.157316991 1.50693699103254
18 597950 1.6592767032 1.50726718709648
18 602081 1.0506958703 1.51160761173669
18 603438 1.0355099319 1.51301279871428
18 603600 1.0195698801 1.51317796903485
18 603871 1.0070925491 1.51345089111566
18 604818 1.0017820787 1.51439957874419
18 605312 1.0019978828 1.51489456569829
18 605530 1.0036553801 1.51511336257115
18 606115 1.0091801222 1.51570373294264
18 606495 1.0081892669 1.51608684486406
18 608018 1.0453884311 1.51767897144463
18 608179 1.2040957895 1.51787283086674
18 608312 18.8338960068 1.52037773903564
18 608342 18.9684344949 1.52094679207049
18 608468 31.0065785575 1.52485362096873
18 608480 43.5411056227 1.52537611423621
18 609954 43.5411056227 1.58955570392407
18 610157 43.5411056227 1.59839454836547
18 610199 43.5411056227 1.60022327480163
18 610273 43.5411056227 1.60344531661771
18 610634 43.5411056227 1.61916365574750
18 611061 43.5411056227 1.63775570784839
18 611323 43.5411056227 1.64916347752154
18 612454 43.5411056227 1.69840846798082
18 612753 43.5411056227 1.71142725856200
18 612819 43.5411056227 1.71430097153310
18 613020 43.5411056227 1.72305273376326
18 614708 42.7732996069 1.79525406349971
18 615014 40.5150298394 1.80765166263057
18 615394 7.447730429 1.81048180019359
18 615650 6.3160827321 1.81209871737301
18 616072 5.8807314693 1.81458038605305
18 616077 5.208924849 1.81460643067729
18 616195 5.2099926048 1.81522120980466
18 616317 5.2099926048 1.81585682890245
18 616348 5.2099926048 1.81601833867320
18 616653 5.2114587898 1.81760783360408
18 616783 5.2106586604 1.81828521922994
18 617110 5.2253845081 1.81999391996409
18 617928 5.2253845081 1.82426828449171
18 618124 8.0859255289 1.82585312589538
18 618201 13.466383903 1.82689003745591
18 618741 13.6990360123 1.83428751690255
18 619050 13.6990360123 1.83852051903035
18 620089 13.6990360123 1.85275381744713
18 620709 13.6990360123 1.86124721977476
18 621300 13.6176986169 1.86929527965734
18 621808 12.6814850528 1.87573747406417
18 622048 12.5975494958 1.87876088594316
18 622494 12.5251918368 1.88434712150237
18 623784 12.5001759357 1.90047234845942
18 624631 12.5035864144 1.91106288615242
18 624783 12.5054917455 1.91296372089774
18 624824 12.5013367154 1.91347627570307
18 625145 12.5060876269 1.91749072983130
18 625820 12.5388941952 1.92595448341306
18 627629 13.5229552007 1.95041750937113
18 628487 14.126412267 1.96253797109621
18 628980 14.9725639132 1.96991944510542
